tweet_id,username,timestamp,content,normalized_content,reply_count,repost_count,like_count,view_count,bookmark_count,mentions,hashtags,query_tag,synthetic,engagement_total
sample-0001199,sample_trader_403,2026-08-03T16:10:28+00:00,"No clear setup in #sensex yet, risk management is important","no clear setup in #sensex yet, risk management is important",4,43,148,47277,19,,sensex,sensex,True,214
sample-0001200,sample_trader_123,2026-08-03T18:21:13+00:00,#intraday short setup; avoid aggressive buying in this volatility,#intraday short setup; avoid aggressive buying in this volatility,6,78,310,9880,4,,intraday,intraday,True,398
sample-0001201,sample_trader_74,2026-08-04T07:55:22+00:00,#intraday levels posted for educational discussion only,#intraday levels posted for educational discussion only,24,39,280,11475,15,,intraday,intraday,True,358
sample-0001202,sample_trader_83,2026-08-03T21:42:15+00:00,"#NIFTY50 breakdown below support, bearish pressure increasing","#nifty50 breakdown below support, bearish pressure increasing",2,35,295,47672,11,,nifty50,nifty50,True,343
sample-0001203,sample_trader_243,2026-08-03T23:04:31+00:00,"#intraday long setup confirmed, upside possible after consolidation","#intraday long setup confirmed, upside possible after consolidation",8,56,332,18458,3,,intraday,intraday,True,399
sample-0001204,sample_trader_147,2026-08-03T19:13:59+00:00,#intraday levels posted for educational discussion only,#intraday levels posted for educational discussion only,12,52,438,16956,14,,intraday,intraday,True,516
sample-0001205,sample_trader_43,2026-08-03T18:51:41+00:00,#intraday levels posted for educational discussion only,#intraday levels posted for educational discussion only,21,52,259,59044,8,,intraday,intraday,True,340
sample-0001206,sample_trader_359,2026-08-03T23:33:12+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,26,71,4,20308,3,,sensex,sensex,True,104
sample-0001207,sample_trader_115,2026-08-04T05:48:35+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,12,59,342,12305,11,,sensex,sensex,True,424
sample-0001208,sample_trader_44,2026-08-04T04:29:38+00:00,Operator stock upper circuit fixed target 100% #sensex,operator stock upper circuit fixed target 100% #sensex,5,13,469,52078,13,,sensex,sensex,True,500
sample-0001209,sample_trader_176,2026-08-03T20:54:53+00:00,"Bank Nifty में गिरावट, sell on rise setup #banknifty","bank nifty में गिरावट, sell on rise setup #banknifty",19,62,108,62469,3,,banknifty,banknifty,True,192
sample-0001210,sample_trader_75,2026-08-03T15:21:21+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,20,27,163,74525,1,,sensex,sensex,True,211
sample-0001211,sample_trader_405,2026-08-03T19:18:19+00:00,"#NIFTY50 breakdown below support, bearish pressure increasing","#nifty50 breakdown below support, bearish pressure increasing",13,60,109,7138,6,,nifty50,nifty50,True,188
sample-0001212,sample_trader_326,2026-08-03T23:17:21+00:00,#intraday short setup; avoid aggressive buying in this volatility,#intraday short setup; avoid aggressive buying in this volatility,5,10,72,9127,8,,intraday,intraday,True,95
sample-0001213,sample_trader_269,2026-08-03T17:11:07+00:00,#intraday short setup; avoid aggressive buying in this volatility,#intraday short setup; avoid aggressive buying in this volatility,6,33,94,7094,2,,intraday,intraday,True,135
sample-0001214,sample_trader_85,2026-08-03T21:39:25+00:00,#intraday short setup; avoid aggressive buying in this volatility,#intraday short setup; avoid aggressive buying in this volatility,6,44,482,54982,15,,intraday,intraday,True,547
sample-0001215,sample_trader_355,2026-08-03T19:33:10+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,18,49,421,1351,17,,sensex,sensex,True,505
sample-0001216,sample_trader_371,2026-08-04T05:38:02+00:00,"No clear setup in #sensex yet, risk management is important","no clear setup in #sensex yet, risk management is important",21,74,315,19005,10,,sensex,sensex,True,420
sample-0001217,sample_trader_235,2026-08-04T02:59:13+00:00,"#NIFTY50 breakdown below support, bearish pressure increasing","#nifty50 breakdown below support, bearish pressure increasing",29,18,255,41522,3,,nifty50,nifty50,True,305
sample-0001218,sample_trader_370,2026-08-03T13:30:32+00:00,Weak breadth and downside risk in #sensex today,weak breadth and downside risk in #sensex today,0,57,482,16528,20,,sensex,sensex,True,559
sample-0001219,sample_trader_112,2026-08-04T07:08:18+00:00,Watching option chain and market breadth before taking a trade #banknifty,watching option chain and market breadth before taking a trade #banknifty,23,24,215,71626,5,,banknifty,banknifty,True,267
sample-0001220,sample_trader_98,2026-08-04T00:49:46+00:00,"Bank Nifty में तेजी, buyers are strong today #banknifty","bank nifty में तेजी, buyers are strong today #banknifty",21,73,489,1933,11,,banknifty,banknifty,True,594
sample-0001221,sample_trader_258,2026-08-03T21:17:26+00:00,"Bank Nifty में तेजी, buyers are strong today #banknifty","bank nifty में तेजी, buyers are strong today #banknifty",26,15,358,65472,20,,banknifty,banknifty,True,419
sample-0001222,sample_trader_181,2026-08-03T19:39:39+00:00,Weak breadth and downside risk in #sensex today,weak breadth and downside risk in #sensex today,26,69,218,68622,10,,sensex,sensex,True,323
sample-0001223,sample_trader_192,2026-08-03T16:52:11+00:00,"#intraday long setup confirmed, upside possible after consolidation","#intraday long setup confirmed, upside possible after consolidation",5,70,304,21369,17,,intraday,intraday,True,396
sample-0001224,sample_trader_146,2026-08-03T09:22:47+00:00,Weak breadth and downside risk in #sensex today,weak breadth and downside risk in #sensex today,22,79,480,13055,2,,sensex,sensex,True,583
sample-0001225,sample_trader_9,2026-08-03T08:48:53+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,19,52,53,65114,19,,sensex,sensex,True,143
sample-0001226,sample_trader_298,2026-08-03T14:08:24+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,25,4,341,38048,13,,sensex,sensex,True,383
sample-0001227,sample_trader_101,2026-08-04T04:17:53+00:00,Watching option chain and market breadth before taking a trade #banknifty,watching option chain and market breadth before taking a trade #banknifty,27,60,486,16360,11,,banknifty,banknifty,True,584
sample-0001228,sample_trader_361,2026-08-03T08:59:17+00:00,Watching option chain and market breadth before taking a trade #banknifty,watching option chain and market breadth before taking a trade #banknifty,25,50,3,49155,7,,banknifty,banknifty,True,85
sample-0001229,sample_trader_408,2026-08-03T21:16:29+00:00,"Bank Nifty में गिरावट, sell on rise setup #banknifty","bank nifty में गिरावट, sell on rise setup #banknifty",29,53,344,31711,0,,banknifty,banknifty,True,426
sample-0001230,sample_trader_14,2026-08-04T07:54:05+00:00,Weak breadth and downside risk in #sensex today,weak breadth and downside risk in #sensex today,4,47,430,68071,19,,sensex,sensex,True,500
sample-0001231,sample_trader_285,2026-08-03T23:39:43+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,12,24,315,51602,1,,sensex,sensex,True,352
sample-0001232,sample_trader_326,2026-08-04T03:46:29+00:00,#NIFTY50 trading in a range; waiting for confirmation,#nifty50 trading in a range; waiting for confirmation,12,22,206,41747,16,,nifty50,nifty50,True,256
sample-0001233,sample_trader_259,2026-08-04T03:52:02+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,3,80,295,51431,20,,sensex,sensex,True,398
sample-0001234,sample_trader_105,2026-08-03T20:43:42+00:00,#intraday levels posted for educational discussion only,#intraday levels posted for educational discussion only,2,11,13,57383,0,,intraday,intraday,True,26
sample-0001235,sample_trader_317,2026-08-04T07:27:14+00:00,Watching option chain and market breadth before taking a trade #banknifty,watching option chain and market breadth before taking a trade #banknifty,22,69,471,10374,18,,banknifty,banknifty,True,580
sample-0001236,sample_trader_324,2026-08-03T09:22:00+00:00,"#NIFTY50 breakout above support, looking bullish with target 24500","#nifty50 breakout above support, looking bullish with target 24500",24,45,95,31470,20,,nifty50,nifty50,True,184
sample-0001237,sample_trader_126,2026-08-03T12:58:22+00:00,#intraday short setup; avoid aggressive buying in this volatility,#intraday short setup; avoid aggressive buying in this volatility,23,48,394,34191,1,,intraday,intraday,True,466
sample-0001238,sample_trader_297,2026-08-03T09:13:26+00:00,"Bank Nifty में तेजी, buyers are strong today #banknifty","bank nifty में तेजी, buyers are strong today #banknifty",27,13,56,60228,19,,banknifty,banknifty,True,115
sample-0001239,sample_trader_93,2026-08-03T22:55:40+00:00,"Bank Nifty में तेजी, buyers are strong today #banknifty","bank nifty में तेजी, buyers are strong today #banknifty",2,9,253,47419,6,,banknifty,banknifty,True,270
sample-0001240,sample_trader_38,2026-08-03T17:24:10+00:00,#intraday levels posted for educational discussion only,#intraday levels posted for educational discussion only,15,80,39,27613,13,,intraday,intraday,True,147
sample-0001241,sample_trader_93,2026-08-04T02:36:04+00:00,"#NIFTY50 breakdown below support, bearish pressure increasing","#nifty50 breakdown below support, bearish pressure increasing",9,1,462,23469,18,,nifty50,nifty50,True,490
sample-0001242,sample_trader_178,2026-08-03T19:59:08+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,15,78,307,71678,0,,sensex,sensex,True,400
sample-0001243,sample_trader_311,2026-08-04T01:26:44+00:00,"#NIFTY50 breakdown below support, bearish pressure increasing","#nifty50 breakdown below support, bearish pressure increasing",0,68,11,67944,16,,nifty50,nifty50,True,95
sample-0001244,sample_trader_112,2026-08-04T04:17:15+00:00,"Bank Nifty में तेजी, buyers are strong today #banknifty","bank nifty में तेजी, buyers are strong today #banknifty",0,41,70,28854,2,,banknifty,banknifty,True,113
sample-0001245,sample_trader_247,2026-08-03T22:30:10+00:00,"#NIFTY50 breakout above support, looking bullish with target 24500","#nifty50 breakout above support, looking bullish with target 24500",6,11,178,72335,20,,nifty50,nifty50,True,215
sample-0001246,sample_trader_205,2026-08-03T13:48:06+00:00,#intraday levels posted for educational discussion only,#intraday levels posted for educational discussion only,29,24,128,22720,6,,intraday,intraday,True,187
sample-0001247,sample_trader_299,2026-08-04T04:43:14+00:00,"Bank Nifty में गिरावट, sell on rise setup #banknifty","bank nifty में गिरावट, sell on rise setup #banknifty",25,75,159,21762,6,,banknifty,banknifty,True,265
sample-0001248,sample_trader_217,2026-08-03T16:13:22+00:00,#intraday levels posted for educational discussion only,#intraday levels posted for educational discussion only,19,34,417,41829,19,,intraday,intraday,True,489
sample-0001249,sample_trader_291,2026-08-04T01:11:43+00:00,"#NIFTY50 breakdown below support, bearish pressure increasing","#nifty50 breakdown below support, bearish pressure increasing",11,47,459,8473,14,,nifty50,nifty50,True,531
sample-0001250,sample_trader_210,2026-08-03T11:05:58+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,9,77,423,69583,11,,sensex,sensex,True,520
sample-0001251,sample_trader_220,2026-08-03T20:43:06+00:00,"#intraday long setup confirmed, upside possible after consolidation","#intraday long setup confirmed, upside possible after consolidation",25,23,183,32204,2,,intraday,intraday,True,233
sample-0001252,sample_trader_400,2026-08-04T03:11:10+00:00,#intraday short setup; avoid aggressive buying in this volatility,#intraday short setup; avoid aggressive buying in this volatility,10,15,4,41808,0,,intraday,intraday,True,29
sample-0001253,sample_trader_408,2026-08-03T11:48:21+00:00,"Bank Nifty में तेजी, buyers are strong today #banknifty","bank nifty में तेजी, buyers are strong today #banknifty",10,29,287,8731,12,,banknifty,banknifty,True,338
sample-0001254,sample_trader_288,2026-08-04T04:43:11+00:00,"Bank Nifty में तेजी, buyers are strong today #banknifty","bank nifty में तेजी, buyers are strong today #banknifty",8,77,484,9857,18,,banknifty,banknifty,True,587
sample-0001255,sample_trader_417,2026-08-03T20:53:48+00:00,Weak breadth and downside risk in #sensex today,weak breadth and downside risk in #sensex today,10,25,100,6559,15,,sensex,sensex,True,150
sample-0001256,sample_trader_64,2026-08-04T04:07:29+00:00,"Bank Nifty में गिरावट, sell on rise setup #banknifty","bank nifty में गिरावट, sell on rise setup #banknifty",14,21,307,42894,18,,banknifty,banknifty,True,360
sample-0001257,sample_trader_10,2026-08-03T22:05:20+00:00,#NIFTY50 trading in a range; waiting for confirmation,#nifty50 trading in a range; waiting for confirmation,20,73,2,60575,9,,nifty50,nifty50,True,104
sample-0001258,sample_trader_271,2026-08-03T13:02:38+00:00,"Bank Nifty में गिरावट, sell on rise setup #banknifty","bank nifty में गिरावट, sell on rise setup #banknifty",1,43,330,2182,2,,banknifty,banknifty,True,376
sample-0001259,sample_trader_163,2026-08-03T22:27:58+00:00,Weak breadth and downside risk in #sensex today,weak breadth and downside risk in #sensex today,24,44,204,10505,17,,sensex,sensex,True,289
sample-0001260,sample_trader_153,2026-08-03T18:08:46+00:00,#intraday levels posted for educational discussion only,#intraday levels posted for educational discussion only,22,58,252,15963,11,,intraday,intraday,True,343
sample-0001261,sample_trader_25,2026-08-04T00:18:38+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,26,1,71,13830,10,,sensex,sensex,True,108
sample-0001262,sample_trader_46,2026-08-04T02:16:13+00:00,#intraday short setup; avoid aggressive buying in this volatility,#intraday short setup; avoid aggressive buying in this volatility,6,47,417,70508,0,,intraday,intraday,True,470
sample-0001263,sample_trader_57,2026-08-04T06:53:54+00:00,"#intraday long setup confirmed, upside possible after consolidation","#intraday long setup confirmed, upside possible after consolidation",1,38,38,34617,10,,intraday,intraday,True,87
sample-0001264,sample_trader_71,2026-08-04T02:15:54+00:00,"#NIFTY50 breakdown below support, bearish pressure increasing","#nifty50 breakdown below support, bearish pressure increasing",18,58,61,16602,10,,nifty50,nifty50,True,147
sample-0001265,sample_trader_229,2026-08-03T09:16:40+00:00,Watching option chain and market breadth before taking a trade #banknifty,watching option chain and market breadth before taking a trade #banknifty,21,15,267,69202,7,,banknifty,banknifty,True,310
sample-0001266,sample_trader_396,2026-08-03T20:44:47+00:00,#intraday levels posted for educational discussion only,#intraday levels posted for educational discussion only,23,61,115,12082,8,,intraday,intraday,True,207
sample-0001267,sample_trader_125,2026-08-03T12:07:55+00:00,"Bank Nifty में तेजी, buyers are strong today #banknifty","bank nifty में तेजी, buyers are strong today #banknifty",21,26,355,10275,2,,banknifty,banknifty,True,404
sample-0001268,sample_trader_344,2026-08-04T07:59:20+00:00,"#intraday long setup confirmed, upside possible after consolidation","#intraday long setup confirmed, upside possible after consolidation",6,59,419,50520,6,,intraday,intraday,True,490
sample-0001269,sample_trader_390,2026-08-03T10:57:59+00:00,"Bank Nifty में गिरावट, sell on rise setup #banknifty","bank nifty में गिरावट, sell on rise setup #banknifty",16,65,439,41122,9,,banknifty,banknifty,True,529
sample-0001270,sample_trader_55,2026-08-03T14:05:53+00:00,Operator stock upper circuit fixed target 100% #sensex,operator stock upper circuit fixed target 100% #sensex,29,16,112,47713,12,,sensex,sensex,True,169
sample-0001271,sample_trader_97,2026-08-03T17:53:45+00:00,#intraday levels posted for educational discussion only,#intraday levels posted for educational discussion only,2,35,216,21571,9,,intraday,intraday,True,262
sample-0001272,sample_trader_237,2026-08-04T03:06:15+00:00,#NIFTY50 trading in a range; waiting for confirmation,#nifty50 trading in a range; waiting for confirmation,28,13,381,14494,7,nseindia,nifty50,nifty50,True,429
sample-0001273,sample_trader_15,2026-08-03T22:45:16+00:00,Watching option chain and market breadth before taking a trade #banknifty,watching option chain and market breadth before taking a trade #banknifty,15,67,231,46181,8,,banknifty,banknifty,True,321
sample-0001274,sample_trader_221,2026-08-03T19:33:45+00:00,#intraday levels posted for educational discussion only,#intraday levels posted for educational discussion only,6,19,203,65873,13,,intraday,intraday,True,241
sample-0001275,sample_trader_190,2026-08-03T22:32:32+00:00,"#intraday long setup confirmed, upside possible after consolidation","#intraday long setup confirmed, upside possible after consolidation",3,6,332,50187,13,,intraday,intraday,True,354
sample-0001276,sample_trader_305,2026-08-04T02:02:07+00:00,"#NIFTY50 breakout above support, looking bullish with target 24500","#nifty50 breakout above support, looking bullish with target 24500",8,67,311,64749,16,,nifty50,nifty50,True,402
sample-0001277,sample_trader_113,2026-08-04T04:25:21+00:00,"#intraday long setup confirmed, upside possible after consolidation","#intraday long setup confirmed, upside possible after consolidation",3,6,458,4727,18,,intraday,intraday,True,485
sample-0001278,sample_trader_116,2026-08-03T22:26:15+00:00,"#NIFTY50 breakout above support, looking bullish with target 24500","#nifty50 breakout above support, looking bullish with target 24500",28,79,358,53076,12,,nifty50,nifty50,True,477
sample-0001279,sample_trader_106,2026-08-03T14:26:17+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,5,26,177,37797,19,,sensex,sensex,True,227
sample-0001280,sample_trader_258,2026-08-04T01:43:42+00:00,"#NIFTY50 breakout above support, looking bullish with target 24500","#nifty50 breakout above support, looking bullish with target 24500",29,79,244,40069,7,,nifty50,nifty50,True,359
sample-0001281,sample_trader_171,2026-08-04T01:38:45+00:00,"#NIFTY50 breakout above support, looking bullish with target 24500","#nifty50 breakout above support, looking bullish with target 24500",28,58,72,1719,15,,nifty50,nifty50,True,173
sample-0001282,sample_trader_40,2026-08-03T22:51:39+00:00,"Bank Nifty में तेजी, buyers are strong today #banknifty","bank nifty में तेजी, buyers are strong today #banknifty",5,1,304,46206,15,,banknifty,banknifty,True,325
sample-0001283,sample_trader_57,2026-08-03T15:15:40+00:00,#intraday levels posted for educational discussion only,#intraday levels posted for educational discussion only,1,2,290,38147,7,,intraday,intraday,True,300
sample-0001284,sample_trader_52,2026-08-04T05:02:52+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,9,42,231,64362,11,,sensex,sensex,True,293
sample-0001285,sample_trader_187,2026-08-03T23:14:09+00:00,"#NIFTY50 breakdown below support, bearish pressure increasing","#nifty50 breakdown below support, bearish pressure increasing",14,1,423,46269,9,,nifty50,nifty50,True,447
sample-0001286,sample_trader_139,2026-08-04T04:21:41+00:00,Watching option chain and market breadth before taking a trade #banknifty,watching option chain and market breadth before taking a trade #banknifty,21,66,372,2766,4,,banknifty,banknifty,True,463
sample-0001287,sample_trader_255,2026-08-03T19:27:42+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,0,31,295,56505,11,,sensex,sensex,True,337
sample-0001288,sample_trader_328,2026-08-03T18:42:44+00:00,"Bank Nifty में तेजी, buyers are strong today #banknifty","bank nifty में तेजी, buyers are strong today #banknifty",3,35,449,71473,14,,banknifty,banknifty,True,501
sample-0001289,sample_trader_348,2026-08-03T22:48:26+00:00,Watching option chain and market breadth before taking a trade #banknifty,watching option chain and market breadth before taking a trade #banknifty,11,42,200,77270,13,,banknifty,banknifty,True,266
sample-0001290,sample_trader_22,2026-08-04T01:31:42+00:00,"Bank Nifty में गिरावट, sell on rise setup #banknifty","bank nifty में गिरावट, sell on rise setup #banknifty",18,66,359,45043,19,,banknifty,banknifty,True,462
sample-0001291,sample_trader_57,2026-08-03T21:57:58+00:00,Watching option chain and market breadth before taking a trade #banknifty,watching option chain and market breadth before taking a trade #banknifty,0,63,474,19334,14,,banknifty,banknifty,True,551
sample-0001292,sample_trader_286,2026-08-03T09:45:18+00:00,Watching option chain and market breadth before taking a trade #banknifty,watching option chain and market breadth before taking a trade #banknifty,21,20,155,63859,9,nseindia,banknifty,banknifty,True,205
sample-0001293,sample_trader_21,2026-08-03T15:56:32+00:00,Weak breadth and downside risk in #sensex today,weak breadth and downside risk in #sensex today,6,36,422,77785,3,nseindia,sensex,sensex,True,467
sample-0001294,sample_trader_181,2026-08-03T16:47:57+00:00,#intraday short setup; avoid aggressive buying in this volatility,#intraday short setup; avoid aggressive buying in this volatility,21,0,25,33005,4,,intraday,intraday,True,50
sample-0001295,sample_trader_366,2026-08-04T05:20:08+00:00,Weak breadth and downside risk in #sensex today,weak breadth and downside risk in #sensex today,8,18,375,25835,13,,sensex,sensex,True,414
sample-0001296,sample_trader_17,2026-08-04T00:29:54+00:00,"Bank Nifty में तेजी, buyers are strong today #banknifty","bank nifty में तेजी, buyers are strong today #banknifty",15,45,127,50675,13,,banknifty,banknifty,True,200
sample-0001297,sample_trader_306,2026-08-03T21:28:14+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,9,22,288,57173,10,,sensex,sensex,True,329
sample-0001298,sample_trader_70,2026-08-03T23:21:50+00:00,"#NIFTY50 breakout above support, looking bullish with target 24500","#nifty50 breakout above support, looking bullish with target 24500",13,70,102,39510,9,,nifty50,nifty50,True,194
sample-0001299,sample_trader_94,2026-08-03T12:35:37+00:00,#NIFTY50 trading in a range; waiting for confirmation,#nifty50 trading in a range; waiting for confirmation,12,55,49,18217,16,,nifty50,nifty50,True,132
sample-0001300,sample_trader_182,2026-08-03T15:24:49+00:00,"#NIFTY50 breakdown below support, bearish pressure increasing","#nifty50 breakdown below support, bearish pressure increasing",13,59,215,53823,14,nseindia,nifty50,nifty50,True,301
sample-0001301,sample_trader_46,2026-08-03T17:08:30+00:00,#intraday levels posted for educational discussion only,#intraday levels posted for educational discussion only,24,17,314,39684,7,,intraday,intraday,True,362
sample-0001302,sample_trader_279,2026-08-03T09:51:39+00:00,#intraday short setup; avoid aggressive buying in this volatility,#intraday short setup; avoid aggressive buying in this volatility,28,72,449,38499,1,,intraday,intraday,True,550
sample-0001303,sample_trader_344,2026-08-03T17:47:46+00:00,"Bank Nifty में गिरावट, sell on rise setup #banknifty","bank nifty में गिरावट, sell on rise setup #banknifty",0,59,413,67946,14,,banknifty,banknifty,True,486
sample-0001304,sample_trader_333,2026-08-03T22:37:48+00:00,"Bank Nifty में तेजी, buyers are strong today #banknifty","bank nifty में तेजी, buyers are strong today #banknifty",3,42,304,12816,9,,banknifty,banknifty,True,358
sample-0001305,sample_trader_380,2026-08-04T04:02:43+00:00,"Bank Nifty में गिरावट, sell on rise setup #banknifty","bank nifty में गिरावट, sell on rise setup #banknifty",18,65,378,6999,6,,banknifty,banknifty,True,467
sample-0001306,sample_trader_115,2026-08-04T03:30:02+00:00,#intraday levels posted for educational discussion only,#intraday levels posted for educational discussion only,28,19,154,40799,0,,intraday,intraday,True,201
sample-0001307,sample_trader_35,2026-08-04T04:17:25+00:00,#intraday levels posted for educational discussion only,#intraday levels posted for educational discussion only,0,19,309,15914,16,,intraday,intraday,True,344
sample-0001308,sample_trader_13,2026-08-03T15:13:06+00:00,"Bank Nifty में तेजी, buyers are strong today #banknifty","bank nifty में तेजी, buyers are strong today #banknifty",26,64,227,51261,1,,banknifty,banknifty,True,318
sample-0001309,sample_trader_95,2026-08-03T14:51:18+00:00,#intraday short setup; avoid aggressive buying in this volatility,#intraday short setup; avoid aggressive buying in this volatility,26,30,430,71709,8,,intraday,intraday,True,494
sample-0001310,sample_trader_75,2026-08-03T16:43:31+00:00,#NIFTY50 trading in a range; waiting for confirmation,#nifty50 trading in a range; waiting for confirmation,20,2,94,18621,7,,nifty50,nifty50,True,123
sample-0001311,sample_trader_246,2026-08-03T15:07:49+00:00,"No clear setup in #sensex yet, risk management is important","no clear setup in #sensex yet, risk management is important",9,37,341,13159,18,,sensex,sensex,True,405
sample-0001312,sample_trader_358,2026-08-03T18:25:10+00:00,"Bank Nifty में गिरावट, sell on rise setup #banknifty","bank nifty में गिरावट, sell on rise setup #banknifty",25,13,237,54693,13,,banknifty,banknifty,True,288
sample-0001313,sample_trader_289,2026-08-04T04:05:35+00:00,Weak breadth and downside risk in #sensex today,weak breadth and downside risk in #sensex today,12,1,297,39733,1,,sensex,sensex,True,311
sample-0001314,sample_trader_182,2026-08-04T06:54:53+00:00,#intraday levels posted for educational discussion only,#intraday levels posted for educational discussion only,30,17,239,60126,8,nseindia,intraday,intraday,True,294
sample-0001315,sample_trader_258,2026-08-03T14:14:21+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,6,44,462,68870,12,,sensex,sensex,True,524
sample-0001316,sample_trader_336,2026-08-03T19:39:21+00:00,"#intraday long setup confirmed, upside possible after consolidation","#intraday long setup confirmed, upside possible after consolidation",23,72,173,60275,4,,intraday,intraday,True,272
sample-0001317,sample_trader_331,2026-08-04T05:59:00+00:00,#intraday short setup; avoid aggressive buying in this volatility,#intraday short setup; avoid aggressive buying in this volatility,15,48,492,61883,19,,intraday,intraday,True,574
sample-0001318,sample_trader_358,2026-08-04T03:45:17+00:00,#NIFTY50 trading in a range; waiting for confirmation,#nifty50 trading in a range; waiting for confirmation,10,75,489,76166,11,,nifty50,nifty50,True,585
sample-0001319,sample_trader_16,2026-08-04T06:49:52+00:00,"Bank Nifty में गिरावट, sell on rise setup #banknifty","bank nifty में गिरावट, sell on rise setup #banknifty",27,20,118,12703,3,,banknifty,banknifty,True,168
sample-0001320,sample_trader_396,2026-08-04T00:02:13+00:00,"No clear setup in #sensex yet, risk management is important","no clear setup in #sensex yet, risk management is important",25,30,53,22856,12,,sensex,sensex,True,120
sample-0001321,sample_trader_314,2026-08-04T06:12:44+00:00,Weak breadth and downside risk in #sensex today,weak breadth and downside risk in #sensex today,8,14,19,9602,14,,sensex,sensex,True,55
sample-0001322,sample_trader_165,2026-08-04T02:07:45+00:00,"No clear setup in #sensex yet, risk management is important","no clear setup in #sensex yet, risk management is important",3,57,193,17510,20,,sensex,sensex,True,273
sample-0001323,sample_trader_252,2026-08-03T23:16:25+00:00,"#NIFTY50 breakout above support, looking bullish with target 24500","#nifty50 breakout above support, looking bullish with target 24500",14,36,115,26420,5,,nifty50,nifty50,True,170
sample-0001324,sample_trader_299,2026-08-04T05:20:06+00:00,Watching option chain and market breadth before taking a trade #banknifty,watching option chain and market breadth before taking a trade #banknifty,0,80,491,12659,6,nseindia,banknifty,banknifty,True,577
sample-0001325,sample_trader_397,2026-08-03T19:22:32+00:00,"#NIFTY50 breakout above support, looking bullish with target 24500","#nifty50 breakout above support, looking bullish with target 24500",13,72,279,9482,10,,nifty50,nifty50,True,374
sample-0001326,sample_trader_107,2026-08-04T01:32:39+00:00,Operator stock upper circuit fixed target 100% #sensex,operator stock upper circuit fixed target 100% #sensex,18,60,256,46201,11,,sensex,sensex,True,345
sample-0001327,sample_trader_225,2026-08-04T06:01:18+00:00,#intraday levels posted for educational discussion only,#intraday levels posted for educational discussion only,13,80,192,9338,18,nseindia,intraday,intraday,True,303
sample-0001328,sample_trader_61,2026-08-04T04:47:34+00:00,Watching option chain and market breadth before taking a trade #banknifty,watching option chain and market breadth before taking a trade #banknifty,15,29,26,78888,17,,banknifty,banknifty,True,87
sample-0001329,sample_trader_200,2026-08-03T23:18:51+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,22,45,34,20741,9,nseindia,sensex,sensex,True,110
sample-0001330,sample_trader_313,2026-08-03T13:36:57+00:00,#NIFTY50 trading in a range; waiting for confirmation,#nifty50 trading in a range; waiting for confirmation,16,39,204,7474,17,,nifty50,nifty50,True,276
sample-0001331,sample_trader_335,2026-08-03T22:53:22+00:00,"#intraday long setup confirmed, upside possible after consolidation","#intraday long setup confirmed, upside possible after consolidation",0,4,173,55284,8,,intraday,intraday,True,185
sample-0001332,sample_trader_281,2026-08-04T01:01:51+00:00,"#intraday long setup confirmed, upside possible after consolidation","#intraday long setup confirmed, upside possible after consolidation",26,42,473,8219,7,,intraday,intraday,True,548
sample-0001333,sample_trader_37,2026-08-03T19:52:30+00:00,#NIFTY50 trading in a range; waiting for confirmation,#nifty50 trading in a range; waiting for confirmation,30,53,306,10613,17,,nifty50,nifty50,True,406
sample-0001334,sample_trader_54,2026-08-04T06:56:49+00:00,"#NIFTY50 breakout above support, looking bullish with target 24500","#nifty50 breakout above support, looking bullish with target 24500",1,63,259,29573,20,,nifty50,nifty50,True,343
sample-0001335,sample_trader_11,2026-08-04T00:10:28+00:00,"No clear setup in #sensex yet, risk management is important","no clear setup in #sensex yet, risk management is important",29,7,13,25762,17,,sensex,sensex,True,66
